,pt_month,biz_nm,base_year_month,age,user_cnt,use_cnt,use_amt,pt_year
361,9,일반유흥 주점업,411082333,80470.0,51864,57506,12305568493,4110640
362,9,일식 음식점업,1037310260,204970.0,143835,147277,10501995791,10372640
363,9,자동차 임대업,231271514,44010.0,60152,60884,4801630114,2312612
364,9,전시 및 행사 대행업,528952689,96840.0,114365,132510,5079790214,5289291
365,9,정기 항공 운송업,31482704,5840.0,87648,88659,13315850835,314813
366,9,중식 음식점업,1099261723,216320.0,142415,149353,4445133317,10992127
367,9,차량용 가스 충전업,520067693,106080.0,40827,42516,2270897056,5200445
368,9,차량용 주유소 운영업,1286731684,260150.0,812305,855900,46067407132,12866743
369,9,체인화 편의점,1892182084,350830.0,2900325,3345973,27294753825,18920977
370,9,택시 운송업,403518,30.0,2,2,248000,4035
371,9,"피자, 햄버거, 샌드위치 및 유사 음식점업",973736325,179570.0,329063,354957,4671378219,9736929
372,9,한식 음식점업,1927689568,359640.0,2482401,2648235,110998264022,19276036
373,9,호텔업,225017735,43590.0,44126,51327,16910316430,2250077
374,9,화장품 및 방향제 소매업,563843546,106860.0,57660,63179,3298883511,5638184
375,9,휴양콘도 운영업,245608953,47530.0,46195,55942,6190293013,2455980
376,10,건강보조식품 소매업,252461110,50440.0,6171,6523,2425375299,2524486
377,10,골프장 운영업,222393720,46120.0,100400,107293,19061522791,2223827
378,10,과실 및 채소 소매업,1200971910,238340.0,127837,140995,10987541615,12009124
379,10,관광 민예품 및 선물용품 소매업,637724000,117080.0,75639,83060,3444092527,6376924
380,10,그외 기타 분류안된 오락관련 서비스업,23614170,3920.0,586,636,22933408,236130
381,10,그외 기타 스포츠시설 운영업,95252320,18080.0,3233,3621,266067010,952476
382,10,그외 기타 종합 소매업,239145350,44590.0,133468,160903,11442506306,2391335
383,10,기타 갬블링 및 베팅업,1210560,0.0,76,95,540600000,12105
384,10,기타 대형 종합 소매업,203828000,37580.0,367859,429806,22184993933,2038179
385,10,기타 수상오락 서비스업,29062340,5260.0,278,298,48687800,290609
386,10,기타 외국식 음식점업,776378570,153310.0,71698,74980,2701724759,7763401
387,10,기타 주점업,426826950,86350.0,27109,29090,5544182133,4268058
388,10,기타음식료품위주종합소매업,638725950,129200.0,298338,342281,13692175131,6386943
389,10,내항 여객 운송업,61148530,12340.0,32227,33455,1291379900,611455
390,10,마사지업,40969530,7160.0,435,455,54478010,409675
391,10,면세점,110794290,20220.0,275972,422313,30466668430,1107888
392,10,버스 운송업,403520,0.0,5,5,12786110,4035
393,10,비알콜 음료점업,1213090410,228550.0,382532,418630,4164329875,12130303
394,10,빵 및 과자류 소매업,1214501380,233890.0,391670,420113,6226903609,12144412
395,10,서양식 음식점업,1487160790,279360.0,481619,524380,12207434910,14870871
396,10,수산물 소매업,864962360,172220.0,86986,96974,8436047060,8649195
397,10,슈퍼마켓,1571289260,300670.0,1460539,1742637,49678961402,15712114
398,10,스포츠 및 레크레이션 용품 임대업,859915810,166120.0,112469,123776,14133625188,8598732
399,10,여관업,740442890,140100.0,118996,134109,15747105301,7404062
400,10,여행사업,165484600,30580.0,10131,10644,2626721828,1654764
401,10,욕탕업,533600440,106420.0,35221,38550,792193422,5335740
402,10,육류 소매업,807650720,163320.0,78098,83792,6995358698,8076107
403,10,일반유흥 주점업,414515340,79980.0,52403,57690,12486644072,4144948
404,10,일식 음식점업,1057094680,209870.0,143140,146456,11196604987,10570423
405,10,자동차 임대업,234098400,44320.0,60816,61552,5236643562,2340868
406,10,전시 및 행사 대행업,542673390,99920.0,147661,169471,7132478621,5426465
407,10,정기 항공 운송업,31684270,5920.0,89109,91041,14336832435,316827
408,10,중식 음식점업,1120055100,219030.0,149801,157076,4701114729,11199996
409,10,차량용 가스 충전업,540656390,110880.0,41637,43440,2380062732,5406296
410,10,차량용 주유소 운영업,1301673800,264130.0,810007,853312,46957108377,13016093
411,10,체인화 편의점,1910346360,354220.0,2910918,3362165,27253484923,19102517
412,10,택시 운송업,5047650,930.0,54,55,1911300,50474
413,10,"피자, 햄버거, 샌드위치 및 유사 음식점업",986050660,182520.0,338116,364827,4933545744,9860018
414,10,한식 음식점업,1961400290,365750.0,2568983,2740316,117922058545,19613031
415,10,호텔업,237732480,45620.0,46464,52632,17815286694,2377207
416,10,화장품 및 방향제 소매업,571922240,108020.0,61171,66794,3442835840,5718939
417,10,휴양콘도 운영업,255900080,48620.0,51985,62813,6986110111,2558874
418,11,건강보조식품 소매업,251861128,49780.0,6118,6439,2224762341,2518474
419,11,골프장 운영업,214723504,44810.0,96526,103707,19252530003,2147118
420,11,과실 및 채소 소매업,1200379628,240090.0,125176,138146,11212260043,12003142
421,11,관광 민예품 및 선물용품 소매업,612705596,112200.0,70855,77645,3474745852,6126722
422,11,그외 기타 분류안된 오락관련 서비스업,22000499,3550.0,417,433,14882825,219993
423,11,그외 기타 스포츠시설 운영업,87988696,16710.0,2577,2755,202311700,879839
424,11,그외 기타 종합 소매업,240962934,44690.0,126124,153482,10868021970,2409498
425,11,기타 갬블링 및 베팅업,605433,0.0,71,87,476300000,6054
426,11,기타 대형 종합 소매업,200399223,36450.0,346162,409089,20770876740,2003883
427,11,기타 수상오락 서비스업,27448696,4540.0,342,394,48789500,274472
428,11,기타 외국식 음식점업,761850325,150090.0,71916,75552,2683947308,7618088
429,11,기타 주점업,422994556,86110.0,26197,28066,5470073375,4229715
430,11,기타음식료품위주종합소매업,627425699,128300.0,275425,319775,12468152929,6273915
431,11,내항 여객 운송업,59938467,12260.0,25526,26634,970216600,599352
432,11,마사지업,40364500,7370.0,438,464,60284000,403623
433,11,면세점,103933365,18920.0,293317,439746,31386928645,1039277
434,11,버스 운송업,201711,0.0,7,8,17900000,2017
435,11,비알콜 음료점업,1170725011,219970.0,344792,378974,3829102601,11706612
436,11,빵 및 과자류 소매업,1184844081,227670.0,379301,408621,6387971115,11847795
437,11,서양식 음식점업,1442774439,272230.0,422593,461053,10906037391,14426958
438,11,수산물 소매업,853869241,170880.0,86231,95786,8426798143,8538227
439,11,슈퍼마켓,1528115292,291670.0,1338960,1619627,45926246153,15280320
440,11,스포츠 및 레크레이션 용품 임대업,823801802,159670.0,103143,112929,14385058134,8237569
441,11,여관업,713608496,136330.0,109247,124551,15205635145,7135696
442,11,여행사업,168712596,30520.0,9243,9708,2593340249,1687034
443,11,욕탕업,542693079,109060.0,37477,41140,837990742,5426635
444,11,육류 소매업,813910363,164480.0,78347,85074,6690135157,8138660
445,11,일반유흥 주점업,410890396,80790.0,50730,55840,12592721392,4108680
446,11,일식 음식점업,1034901708,205120.0,136310,140043,11472557114,10348453
447,11,자동차 임대업,228451052,43440.0,57658,58305,4177305768,2284386
448,11,전시 및 행사 대행업,511604585,95020.0,111134,126216,5144762130,5115767
449,11,정기 항공 운송업,29665717,5420.0,91594,94389,14024914808,296641
450,11,중식 음식점업,1111383677,217480.0,146054,154279,4579162058,11113231
451,11,차량용 가스 충전업,576578727,119620.0,45272,47377,2766406920,5765473
452,11,차량용 주유소 운영업,1271611011,257960.0,789197,840900,49477755760,12715417
453,11,체인화 편의점,1857688755,344070.0,2604824,3026065,24678100639,18575875
454,11,택시 운송업,5855119,940.0,59,59,673600,58548
455,11,"피자, 햄버거, 샌드위치 및 유사 음식점업",954377619,176070.0,302734,327208,4407510392,9543256
456,11,한식 음식점업,1905516862,355520.0,2462215,2646407,114785604413,19054130
457,11,호텔업,227037775,44650.0,42909,49114,16950741051,2270254
458,11,화장품 및 방향제 소매업,573944584,109000.0,59358,64699,3442199410,5739133
459,11,휴양콘도 운영업,241167845,47220.0,44342,52679,6329082649,2411547
460,12,건강보조식품 소매업,247825936,47870.0,6109,6501,2694157386,2478112
461,12,골프장 운영업,201608188,42800.0,73810,78952,13326727150,2015962
462,12,과실 및 채소 소매업,1174762852,231540.0,109842,120373,9849345798,11746930
463,12,관광 민예품 및 선물용품 소매업,585267000,107570.0,60901,66080,2798276597,5852322
464,12,그외 기타 분류안된 오락관련 서비스업,21395672,3510.0,421,434,13998135,213944
465,12,그외 기타 스포츠시설 운영업,83550468,15360.0,1820,1965,131610300,835455
466,12,그외 기타 종합 소매업,240760716,44610.0,126764,153643,11156918845,2407464
467,12,기타 갬블링 및 베팅업,1009060,0.0,31,37,226000000,10090
468,12,기타 대형 종합 소매업,200600428,36590.0,368278,433172,22671983010,2005885
469,12,기타 수상오락 서비스업,18770516,3090.0,232,266,33246300,187694
470,12,기타 외국식 음식점업,785466904,154540.0,79212,83004,3092228490,7854202
471,12,기타 주점업,428846800,87510.0,29525,31673,6298032898,4288213
472,12,기타음식료품위주종합소매업,625812112,127510.0,286370,331724,13571246050,6257749
473,12,내항 여객 운송업,53884904,10620.0,19424,20274,651943000,538817
474,12,마사지업,37740444,7060.0,451,489,67751600,377382
475,12,면세점,107566596,19420.0,248327,370914,26581707731,1075602
476,12,버스 운송업,201712,0.0,4,4,3085000,2017
477,12,비알콜 음료점업,1172545420,219350.0,345566,378246,3937703280,11724757
478,12,빵 및 과자류 소매업,1170726612,224430.0,396098,425093,6920712984,11706570
479,12,서양식 음식점업,1454685996,272130.0,442480,480162,11965004989,14545995
480,12,수산물 소매업,825218468,163710.0,84666,93520,8545182276,8251694
481,12,슈퍼마켓,1522474928,289150.0,1345408,1611208,48084156161,15223844
482,12,스포츠 및 레크레이션 용품 임대업,760841940,146040.0,92662,101193,14021983285,7607967
483,12,여관업,706346200,133240.0,112832,129199,15288437447,7063042
484,12,여행사업,153576832,26840.0,9125,9465,1941499704,1535677
485,12,욕탕업,574783976,114190.0,48179,52839,1148020629,5747498
486,12,육류 소매업,815533192,164750.0,82644,89656,7196484199,8154847
487,12,일반유흥 주점업,417750940,81200.0,55420,60971,13335838944,4177261
488,12,일식 음식점업,1026640044,199730.0,136844,140442,11269434432,10265790
489,12,자동차 임대업,221990100,41690.0,60708,61423,4943273947,2219769
490,12,전시 및 행사 대행업,512214256,94150.0,107317,120124,4068665231,5121838
491,12,정기 항공 운송업,31078948,5820.0,91289,93220,15145438936,310771
492,12,중식 음식점업,1117242732,217880.0,151754,159734,5032672891,11171763
493,12,차량용 가스 충전업,606242948,127160.0,52842,55301,3435855236,6062069
494,12,차량용 주유소 운영업,1279088056,257840.0,816262,876713,53821361195,12790120
495,12,체인화 편의점,1848015384,341730.0,2536916,2921351,24376289091,18479055
496,12,택시 운송업,12922368,2570.0,144,147,1406280,129216
497,12,"피자, 햄버거, 샌드위치 및 유사 음식점업",960030484,176800.0,318915,343174,4914319414,9599734
498,12,한식 음식점업,1895439904,353240.0,2498961,2675745,119420134072,18953272
499,12,호텔업,226434064,44460.0,46567,53342,18530139493,2264206
500,12,화장품 및 방향제 소매업,553968340,105130.0,55543,60489,3332289747,5539354
501,12,휴양콘도 운영업,235314692,45560.0,38538,45624,5497988579,2353007
